depth,magnitude_a,time,latitude,longitude
23,5,20121210085032.65, 374103, 1433719
59.02,5.3,2012121513271.67, 371784, 1412095
32.27,5,20121215144610.32, 364934, 1411254
35,5.1,20121219033621.5, 364178, 1420629
48.3,5.2,20121221170719.69, 383850, 1414880
55,5,20121221234336.2, 295058, 1422027
213,5.2,20121223010058.36, 224902, 1434465
396.76,5.1,20121226020813.73, 320534, 1381209
24,5,20121227083627.92, 283595, 1422968
51.04,5,20121229161932.58, 370405, 1411099
40.98,5.5,20121229235936.62, 384304, 1421177
34.95,5.1,20121230080519.58, 365779, 1412358
384.65,5,20170103033521.24, 340127, 1362836
55.85,5.3,20170105004359.18, 365170, 1405870
26.49,5.6,20170105025320.51, 370739, 1412153
539.62,5.5,20170113020455.6, 414104, 1333019
151.92,5.4,20170117164623.23, 223079, 1440517
17,5,20170120045938.96, 200879, 1213059
173,5,20170126080938.28, 250543, 1404799
36.17,5.2,20170126170627.94, 400997, 1422733
151.26,5,20170128224029.64, 394566, 1404581
8,5.5,20170211021252.17, 224566, 1201365
40.82,5.4,20170211060526.76, 371065, 1414318
544.46,5,20170214052243.51, 243707, 1421039
51.88,5.4,20170219181929.82, 354389, 1403989
0,5,2017022514582.49, 252294, 1395563
44,5.3,2017022708177.22, 270916, 1440742
52.44,5.7,2017022816492.07, 373086, 1412201
320.65,5.5,20170301150858.57, 220681, 1430012
36.97,5.3,20170302235342.67, 323877, 1320790
64.7,5.2,20170308010819.02, 412890, 1415873
135.75,5.1,20170312034842.19, 305936, 1302518
46.07,5.4,20170312045747.61, 373075, 1413251
30,5.1,20170316035025.84, 451473, 1494303
86.61,5.1,20170325014328.18, 265012, 1271198
30.53,5,20170328073123.28, 420046, 1384218
0,5.5,20170406201847.02, 230646, 1451547
44.96,5,20170409072013.34, 373059, 1413427
48,5,2017041105424.34, 293858, 1422793
480.12,5.2,20170412163457.27, 383610, 1335284
0,5.2,20170420204125.08, 435937, 1482826
14.04,5.3,2017042315375.23, 461849, 1421218
43.82,5.6,20170429213232.98, 304668, 1312898
142,5.4,20170430105722.65, 212607, 1214288
52.55,5.4,20170430234235.92, 421938, 1430426
78.72,6.4,20170509105415.25, 242262, 1261957
78,5,20170509110622.04, 242343, 1261584
105,5,20170510041550.5, 255113, 1245840
63.55,5.4,20170515160537.06, 271550, 1300452
8.86,5.2,20170516081253.22, 231846, 1213365
35,5.7,20170522200058.83, 433884, 1473797
150,5,20170525190238, 232214, 1425512
17.16,5.1,2017052722503.95, 360397, 1353260
28.64,5.1,20170529042917.31, 245591, 1224292
71.1,5.3,20170530152015.66, 242287, 1261392
67.66,5.3,20170603022629.27, 241517, 1261613
0,5.2,20170605034556.48, 242903, 1430991
0,5,20170616180914.42, 441108, 1482118
524.69,5.3,20170617040558.08, 275193, 1394727
41.72,5,20170620232741.45, 325209, 1320184
30,5.3,20170622114156, 450103, 1494143
6.66,5.6,20170625070215.36, 355208, 1373519
31,5.7,20170628210732.18, 433376, 1474997
97.81,5.2,2017063023042.48, 254129, 1251152
27.47,5.1,20170701234552.92, 424726, 1415154
135.27,5.3,20170703195112.28, 244689, 1403879
10.23,5.3,20170711115635.47, 312304, 1303720
603,6.3,2017071304484.87, 405180, 1315539
0,6.3,20170715170541.61, 205315, 1464148
45.87,5.8,20170720091124.27, 372048, 1413526
142,5,20170721004358.92, 221387, 1442691
17.44,5,20170722104645.06, 400738, 1431242
13.83,5.7,20170724003541.27, 400729, 1432247
66,5.8,20170726193257.91, 265545, 1301104
47,5,20170727160812.46, 213546, 1213687
47,5.2,20170728085854.44, 291576, 1423259
95,5.2,2017073021456.8, 361359, 1433361
8.65,5.5,2017080202027.51, 364821, 1403211
63.99,5.3,20170804201946.56, 243316, 1233466
192,5.2,20170807162253.45, 233787, 1423198
13.35,5.2,20170808144933.5, 262950, 1270041
64.49,5,20170810093631.13, 354781, 1400547
26.52,5,20170813032344.53, 295738, 1311566
191.83,5.7,20170816215125.62, 283944, 1275592
171.32,5,2017082908378.58, 224378, 1431228
318.18,5,20170904134328.14, 213889, 1430577
474.65,6.1,20170908022648.9, 274825, 1400773
9.42,5.2,20170908222318.14, 393007, 1402516
42.68,5.6,20170910174424.05, 414555, 1425267
0,5.9,20170912023511.2, 241815, 1423066
87,5,2017091202458.34, 240823, 1422769
46.13,5.3,2017092005186.99, 371660, 1413914
39.37,5.5,20170920232956.37, 231899, 1214609
53,6.3,20170921013718.59, 380216, 1442932
0,5.2,20170923084931.17, 314722, 1410509
34.7,6.1,20170927052211.22, 401600, 1422732
4,5.8,20170928171155.41, 203939, 1454437
0,5.7,20170928202945.93, 285165, 1410867
57,6.3,20171006165932.89, 372612, 1435690
52.79,5.9,20171006235640.77, 370525, 1410934
1.57,5,20171009082951.11, 223117, 1213465
26,5.2,20171012151236.58, 364121, 1420844
97.72,5.6,2017101918021.5, 281960, 1311662
30,5.1,20171020094736.45, 450023, 1492781
24.69,5.3,20171030081544.5, 240311, 1221756
66.11,5,20171103124512.9, 423380, 1434491
10,5.9,20171109164210.88, 323843, 1412812
11,5.2,20171110034545.58, 323556, 1412694
56,6,2017111307248.52, 380037, 1444835
11,5.6,20171115142929.49, 361175, 1292365
46,6,20171116184334.69, 322112, 1404472
0,5,2017112223208.9, 233581, 1204201
68.76,5.4,20171124030236.2, 271103, 1302214
15.64,5.4,20171130073221.57, 451015, 1461737
453.86,5.1,20171130181821.26, 381833, 1335330
10.38,5.3,20171206001349.38, 362263, 1375835
30,5.3,20171214193928.08, 441423, 1492160
52.09,5.5,20171216025843.94, 394117, 1420569
56.8,5,20171220025237.18, 333185, 1410874
60.54,5.2,20171220224054.76, 303656, 1320432
49,5.4,20171221105653.45, 291771, 1422762
53,6,20171221120017.74, 291855, 1424309
39,5.2,20171223081055.82, 292190, 1423472
0,5.4,20110105095731.64, 315338, 1420698
633,5.2,2011010808348, 430949, 1312935
76,5.4,20110109032323.23, 265701, 1434879
146.51,6,20110110192423.6, 234342, 1434947
23,5.1,20110112084751.57, 270555, 1434180
515.7,6.3,20110113063254.57, 270457, 1401044
62,5.1,20110116123544.61, 435177, 1475800
7,5.1,2011012319582.07, 270817, 1440472
29,5.1,20110124075120.65, 270418, 1440742
0,5.3,20110125111835.68, 224771, 1445613
39.13,5.3,20110125142439.24, 351105, 1412447
342,5.8,20110129213858.25, 214096, 1431877
36,5,20110131033416.6, 271172, 1434696
0,5.9,20110131234630.6, 224871, 1455062
16.71,5.5,20110201171631, 240912, 1214555
116,5.6,20110204131639.52, 230503, 1440881
72.35,5,20110204201544.73, 291243, 1301845
63.85,5.2,20110205105612.01, 345132, 1403719
208.44,5.5,20110206012722.39, 220692, 1440288
18.06,5.1,20110208143722.93, 272593, 1431904
22,5.1,20110209003430.6, 224464, 1443384
51,5.2,20110209014239.83, 272504, 1432676
230,5.2,20110209185128.12, 250592, 1413919
48.29,5.4,2011021022033.6, 370951, 1412456
0,5.4,20110215161815.19, 211121, 1210611
41.09,5.4,20110215231252.87, 255750, 1282666
38,5.5,2011021604010.31, 382028, 1432621
36,5.3,20110216040649.56, 382173, 1432365
46.25,5.3,20110217084512.7, 255800, 1282510
33.39,5.2,20110222135618.9, 262137, 1285706
36,5.2,20110222185334.31, 381166, 1432865
119.55,5.8,20110222230951.91, 223397, 1441460
79.6,5.2,2011022407142.46, 312735, 1404015
56.13,5,20110226041229.49, 342607, 1402248
34,5.2,20110226234053.22, 381027, 1433213
42.81,5.2,20110227003843.16, 371822, 1415062
3.84,5,20110227021858.95, 360946, 1372749
4.34,5.5,2011022705382.61, 360938, 1372728
30,5.1,20110302145951.76, 443029, 1490523
27.37,5.1,2011030719132.66, 290532, 1292748
8.28,7.3,20110309114512.97, 381971, 1431679
12,6.2,20110309115710.73, 381934, 1432384
21,6,20110309115811.85, 381793, 1430931
28,5,2011030912021.94, 383137, 1431633
21.27,5,20110309120548.22, 381698, 1425559
27,5.8,20110309120833.09, 382142, 1431892
28.45,5.1,20110309121857.01, 383680, 1431402
9,5.6,20110309130550.45, 383615, 1430787
22.39,5.1,2011030913325.57, 383733, 1431668
11.31,6.1,20110309133659.15, 383639, 1431493
22.13,5.3,20110309134550.59, 382625, 1425647
22,5,20110309134736.98, 381674, 1431553
6.22,5.1,2011030915256.4, 381239, 1433415
11.16,5.1,20110309165625.23, 383825, 1430877
6.73,5.2,20110309170233.7, 383591, 1431012
8.1,5.3,20110309202747.01, 383277, 1430913
28.87,6.4,20110310031614.18, 381627, 1425273
36,6.3,20110310034435.75, 382877, 1432597
17.83,6.3,20110310062211.4, 380797, 1431312
9.3,6.8,20110310062359.75, 381033, 1430269
35,5.2,20110310083656.16, 382349, 1432445
34,5.9,20110310170818.15, 383402, 1433211
23.44,5.4,20110310180218.08, 383547, 1432747
23,5.2,2011031020215.09, 383115, 1431845
18.09,5.4,20110311015442.2, 380372, 1433624
23.74,9,20110311144618.12, 380621, 1425166
33,6.8,20110311145120.56, 371864, 1421425
34.12,6.1,20110311145431.32, 373048, 1412119
9.53,5.7,20110311145442.13, 364280, 1403489
55,6,20110311145553.47, 362955, 1414637
22.13,5.2,2011031114571.13, 372412, 1410731
31.94,5.7,20110311145725.93, 391250, 1422081
35.2,6.6,2011031114585.58, 374134, 1415603
32.4,5.2,20110311150343.37, 391137, 1422003
17.13,6,20110311150358.8, 361979, 1415773
22.48,5.9,2011031115056.38, 373116, 1413732
28.65,6.5,20110311150610.77, 390269, 1422388
20.31,6.5,20110311150716.17, 361810, 1421356
32.02,7.4,20110311150853.46, 394924, 1424601
26,6.2,20110311150853.92, 360471, 1415009
6.41,5.5,20110311151119, 365189, 1403715
38.9,6.7,20110311151258.66, 371365, 1413872
40,5.8,20110311151343.93, 374150, 1414853
42.7,7.6,20110311151534.25, 360725, 1411515
39.36,5.7,20110311151641.61, 360463, 1410627
34.29,5.9,20110311151716.69, 355783, 1410490
33.44,5.7,2011031115193.1, 361742, 1410757
34,5.8,2011031115201.93, 360568, 1414594
62,5.7,20110311152044.11, 363535, 1414345
6,6.2,20110311152127.92, 381656, 1425052
31.03,6.1,2011031115235.82, 390121, 1422469
11,7.5,20110311152544.33, 375486, 1444506
24.89,5.2,20110311152847.98, 355438, 1411845
15,6.9,20110311152915.1, 375601, 1435598
16,5.7,20110311153132.46, 372274, 1415378
43,6.1,2011031115331.54, 363631, 1420636
40,6.4,20110311153315.77, 372954, 1433180
39,5.5,20110311153445.13, 370396, 1420787
37.92,5.1,20110311153524.59, 360237, 1410216
15.74,5.1,20110311153634.28, 382570, 1421438
24,5.6,2011031115387.18, 361098, 1415110
48.27,5.9,20110311154049.75, 391999, 1420427
15.03,5.3,20110311154117.33, 374309, 1414503
9,6.2,20110311154217.56, 372528, 1423586
39.6,5.4,2011031115448.1, 384472, 1421298
49.57,5.3,20110311154457.62, 363839, 1405490
37.66,5.6,2011031115469.39, 384503, 1421386
43.16,5.2,20110311154818.57, 385340, 1420627
23,5.6,2011031115491.77, 382313, 1421603
6.87,5.9,20110311154950.28, 400657, 1423708
0,5.9,20110311155229.16, 382398, 1424438
48.07,5.2,20110311155413.42, 371107, 1412639
79.39,5.4,20110311155541.38, 363475, 1420169
31.74,5,20110311155556.46, 390718, 1422240
27.53,6.2,20110311155713.25, 354912, 1411090
50,6.8,2011031115591.35, 373191, 1442598
38.21,5,20110311160124.38, 383278, 1420300
23,5.8,2011031116031.41, 380879, 1424738
23.82,5.7,20110311160415.79, 385908, 1422567
26.69,5.7,20110311160534.48, 390132, 1422410
36.92,5.5,20110311160910.66, 364161, 1415935
23,5.5,20110311160954.17, 364025, 1420615
27,6.2,20110311161056.59, 374912, 1425156
50,5.8,20110311161345.73, 355715, 1415856
25,6.8,20110311161457.04, 363343, 1420248
47.71,5.3,20110311161655.68, 370843, 1412501
20,6.5,20110311161742.75, 370851, 1423549
23.41,5.3,2011031116186.48, 362452, 1410469
10.97,5.3,20110311162510.71, 365653, 1421724
40,6.2,20110311162536.19, 380385, 1443010
44.02,6.2,20110311162811.39, 365345, 1415243
38.65,5.6,20110311162852.27, 384930, 1420888
16.97,6.6,20110311162859.83, 390135, 1421867
26.96,5.9,20110311163015.63, 372188, 1411559
39,5.4,20110311163118.82, 360903, 1413036
21.82,5.5,20110311163154.06, 393856, 1423650
19,5.2,20110311163330.95, 361748, 1420843
24.25,5.6,20110311163411.74, 385329, 1423279
13.07,5.7,20110311163451.74, 375864, 1424505
28,6,20110311163549.44, 370358, 1422915
29.29,5,20110311163635.54, 385936, 1421769
41.76,5,20110311163756.87, 391936, 1420902
26.8,5,20110311163758.06, 364592, 1420942
16.24,5.8,20110311163826.54, 391525, 1424841
36.61,5,20110311163927.49, 382970, 1420408
27.76,5.3,20110311164053.84, 382726, 1421730
37.46,5.4,20110311164255.54, 360471, 1411397
46,5.5,20110311164351.05, 370801, 1423234
60,5.6,20110311164429.04, 361806, 1415408
41.15,5,20110311164522.23, 355960, 1410441
27,5.1,20110311164812.78, 370644, 1421958
34.43,5.5,20110311164945.51, 363330, 1415802
5.59,5,20110311165325.46, 364625, 1415712
35.43,5.5,20110311165443.35, 374012, 1414106
11.24,6.2,2011031116569.24, 370293, 1423412
16.66,5.5,20110311170157.09, 362121, 1415707
23.36,5.3,20110311170356.37, 391151, 1425963
19.17,5.9,20110311170453.53, 371561, 1420660
37,5.5,2011031117103.83, 375296, 1423448
18.45,5.4,20110311171028.59, 360344, 1414254
32.46,6.6,2011031117126.4, 363293, 1412318
32,6.5,20110311171543.12, 371582, 1441568
15,5.7,20110311171631.42, 371500, 1421699
35.54,6.8,20110311171917.24, 360940, 1414294
43.15,5.1,20110311172717.27, 372757, 1412743
30,6.2,20110311172748.34, 380195, 1424715
12.11,5.1,20110311172949.78, 372342, 1415944
30.71,5.9,2011031117317.88, 372805, 1412263
12.14,6,20110311173259.47, 391208, 1425733
37.31,5.2,20110311173522.28, 360413, 1410799
23.14,5.3,20110311173629.05, 393449, 1424386
30,5.9,2011031117383.14, 374801, 1433769
29.91,6,20110311174054.53, 372544, 1411639
0,6,20110311174353.3, 361622, 1420526
15,5.9,20110311174644.15, 372693, 1422360
41.49,5.1,20110311174755.99, 384976, 1420438
28,5.3,20110311174822.59, 364392, 1420660
0.11,5.6,20110311175220.63, 364632, 1415688
39.52,5,2011031117547.5, 373957, 1414057
0,5.5,20110311180031.23, 380788, 1433099
14,5.5,20110311180058.45, 372355, 1422870
16.53,5.3,20110311180413.52, 363304, 1405736
48,5.7,20110311180947.76, 371216, 1412306
6.77,5.1,20110311181624.14, 375426, 1402056
15.34,5,20110311181952.96, 363373, 1405724
36.19,5.4,20110311182737.82, 381780, 1421158
30.55,5.3,2011031118376.47, 360193, 1414644
9,5.1,2011031118408.65, 371972, 1421867
0,5.1,20110311184019.04, 381722, 1423446
23.99,5.6,20110311184220.19, 392983, 1424523
28,5.7,20110311184658.75, 393555, 1431560
20,5.4,2011031118553.76, 380566, 1423830
0,5.4,20110311185521.24, 364500, 1414809
45.1,5,20110311185539.08, 361389, 1405281
36,5,20110311185952.61, 363923, 1421792
43.83,6.2,20110311191039.79, 392005, 1420915
45.85,5.3,20110311191312.46, 383752, 1415507
11.7,5.8,20110311192024.59, 365449, 1421725
21.98,5.5,2011031119217.63, 372073, 1415433
49.1,5.1,20110311193536.51, 370421, 1412057
30.63,5,20110311193852.05, 382961, 1421407
46.06,5.5,20110311200053.09, 374335, 1414380
21.97,5.3,20110311200225.61, 391015, 1425760
13,5,2011031120064.38, 380696, 1424192
11,5,20110311200843.52, 372910, 1423026
27.86,5.9,20110311201054.1, 354384, 1420688
37,5.6,20110311201310.79, 361923, 1415681
35,5.4,20110311201551.06, 390402, 1433224
42.54,5.5,20110311201649.73, 363765, 1414251
38.55,5.6,20110311202059.95, 354769, 1411200
34.5,5,20110311202558.16, 382657, 1421753
0,5.7,20110311202720.2, 391589, 1431740
35.19,5.2,20110311202852.51, 384176, 1421549
0,5.7,20110311203016.26, 391739, 1433751
8.56,5.2,2011031120317.05, 381091, 1402937
11,5.7,20110311203224.17, 390424, 1431619
23.6,6.7,20110311203639.99, 391381, 1423472
25.31,5.8,20110311203927.57, 381982, 1421489
15.53,5.7,2011031120429.56, 392127, 1424902
13,5.7,20110311204423.03, 364179, 1422706
41.18,5.4,20110311204643.31, 360372, 1411051
40.34,5.3,20110311205613.12, 361685, 1414050
28.72,5.3,20110311205714.14, 391634, 1421867
30,5.4,20110311205855.84, 375516, 1424450
24.16,5.1,20110311210145.56, 391252, 1423452
26,6.2,2011031121133.09, 371351, 1421308
23.39,5.9,20110311211542.03, 390750, 1422432
0,5.1,20110311212426.85, 391914, 1433380
23,5.2,20110311212435.28, 362761, 1415243
23,5.1,20110311212841.67, 361216, 1415163
10,5.1,20110311213310.97, 380403, 1424544
39,5.1,2011031121389.31, 370034, 1421080
35.45,5.3,2011031121490.16, 361458, 1414571
39.26,5.1,20110311215451.33, 383021, 1420872
28.99,5.3,2011031121563.61, 374761, 1420287
35,5.3,20110311215918.9, 360890, 1415483
25.83,5.2,20110311221543.33, 371888, 1415561
28,5.7,20110311221648.63, 362560, 1415060
23,5.6,20110311223432.93, 361711, 1415579
39,5.7,2011031122437.94, 390132, 1441349
46.36,5.3,2011031122565.68, 373994, 1414334
35.87,5.1,20110311225848.62, 364110, 1415022
43.42,5.4,20110311230037.29, 360888, 1405275
31.1,5.2,20110311231038.84, 373029, 1415975
1,5,20110311232627.89, 394137, 1432635
29,5,20110311233057.32, 381650, 1422102
30,5.1,20110311233738.73, 385464, 1440497
10.48,5,20110311233827.03, 391281, 1425703
13,5.4,20110311235358.22, 360037, 1420825
31.21,5.8,20110311235613.86, 355829, 1413422
0.79,5.1,20110312000357.59, 380871, 1424802
40.58,5.4,20110312000741.53, 362265, 1413152
22.82,6.7,20110312001312.44, 360322, 1420009
18,5.7,20110312001934.73, 361930, 1420331
0,6.3,2011031200204.93, 362500, 1415465
13.56,5.3,20110312003231.66, 371844, 1421040
13.24,5,20110312003614.18, 385513, 1424275
16.37,5.5,2011031200422.82, 360779, 1415414
13.93,5,20110312005057.24, 373154, 1421618
69,5.1,2011031201023.57, 363141, 1435638
2.09,5.8,20110312011123.81, 393397, 1433627
30,5.1,20110312015550.4, 374551, 1431262
42,5.3,20110312015644.51, 381633, 1421217
26.4,5,20110312021455.27, 390285, 1422526
22,6.1,20110312021723.61, 352421, 1420168
32,5.2,20110312022355.51, 360715, 1415545
18.34,5,20110312023046.38, 372471, 1411859
43,5.8,20110312023214.45, 370415, 1442334
48,5.4,20110312024959.37, 374494, 1444697
32,5,20110312025120.11, 364749, 1420499
25.55,6,20110312031125.63, 371024, 1420156
16,5.7,2011031203173.04, 361546, 1414823
47.33,5,2011031203448.03, 365224, 1410927
8.38,6.7,20110312035915.62, 365916, 1383587
8.52,6.3,20110312040257.04, 392120, 1425626
34.71,5.2,20110312040841.04, 361718, 1405688
35.13,5.7,20110312042428.13, 354555, 1410246
11,5,20110312043010.53, 372659, 1424573
0.78,5.9,20110312043155.6, 365693, 1383435
25.7,5.2,20110312044522.48, 372940, 1413996
3.89,6.4,20110312044646.19, 402365, 1390534
6.07,6.4,20110312051121.36, 385831, 1424532
9.66,5.4,20110312052343.19, 355749, 1413977
28.42,5.1,20110312052521.19, 370495, 1415314
49.07,5.1,20110312053441.85, 365684, 1411342
4,5.6,2011031205369.03, 374818, 1424360
3.79,5.3,20110312054219.8, 365839, 1383543
33.58,5,20110312054241.46, 382741, 1421580
0,5.1,20110312055123.36, 385968, 1435795
11.89,5.5,20110312060041.55, 390114, 1424229
2,5.6,20110312064154.64, 371658, 1423152
40.42,5.2,20110312074316.62, 392702, 1424708
35,5.7,20110312075119.45, 375618, 1443833
68,5.3,20110312075425.01, 362936, 1423230
30.84,5.1,20110312082120.67, 391013, 1432307
13.13,5.3,20110312082646.75, 390072, 1424161
27,5.2,20110312084010.48, 371178, 1432494
37,5.1,20110312085327.59, 385705, 1423518
40,5,20110312085445.69, 372587, 1415284
28.43,5.5,20110312085921.37, 362988, 1412880
37,5,20110312094035.89, 382770, 1421907
20,5.6,2011031209457.42, 360971, 1415594
37,5.1,20110312101658.92, 375868, 1425397
17,5,2011031210249.36, 374251, 1420231
60,5,2011031210251.71, 361982, 1415265
0,6.2,2011031210347.51, 384997, 1425334
10,5.5,20110312103624.22, 364335, 1420472
36.43,5.2,20110312104620.9, 372200, 1414951
0,6.8,20110312104712.68, 372856, 1424524
19,5.5,20110312105943.03, 372606, 1423894
29,5.2,20110312110720.38, 375133, 1430012
12.59,5.7,20110312111439.96, 392293, 1430016
46,5.4,20110312111736.94, 373907, 1434562
46,5,20110312112752.57, 380785, 1440400
45.7,5.2,2011031211344.15, 364463, 1413677
35,5.1,20110312113730.79, 400125, 1424490
40,5.9,20110312114734.02, 373534, 1433514
15.66,5.1,20110312115234.22, 371352, 1410907
59,5.4,20110312115929.46, 374326, 1432567
11,5.6,20110312120144.99, 393401, 1425327
42,5.2,20110312120625.19, 390225, 1424183
37.1,5.6,20110312121158.34, 355897, 1413663
48,5.1,20110312122925.93, 375796, 1442881
40.09,5.5,20110312123444.02, 351342, 1411261
48,5,20110312124114.9, 395485, 1435001
15.92,5,20110312125445.21, 355576, 1412673
40,5.3,2011031213068.81, 384415, 1421000
8,5.7,20110312135252.11, 400377, 1433336
26,5.3,20110312150021.45, 361971, 1415767
25,5.3,20110312151043.77, 375911, 1435059
18,5.3,20110312151048.44, 381157, 1442437
44,5.5,20110312151839.53, 390949, 1424228
24,5.4,20110312152311.29, 393241, 1425881
50,5.4,2011031215298.63, 390914, 1423172
50,5,20110312153557.79, 394184, 1434604
32,5.1,20110312155351.28, 373476, 1441832
4.7,5.2,2011031216545.83, 360329, 1413840
0,5,20110312173016.35, 381050, 1425178
24,5.1,20110312180529.11, 380029, 1441857
17,5.5,20110312181259.31, 400324, 1445522
40,5.1,20110312181855.94, 370179, 1432175
0,5,20110312182259.24, 375083, 1421047
34,5.2,20110312182712.04, 372347, 1433101
13,5.3,20110312184011.67, 385747, 1422231
22,5.4,20110312184035.51, 382707, 1433284
35.72,5,20110312190023.66, 360236, 1415905
0,5.3,20110312192020.98, 370102, 1430855
53,5.1,20110312193447.02, 373153, 1442272
20.47,5.8,20110312195328.46, 385988, 1423226
25.71,5.5,2011031220460.01, 355253, 1415149
2,5.9,20110312215355.31, 374558, 1424530
40.08,6.2,20110312221541.76, 371185, 1412558
30,5,20110312222413.92, 385774, 1422807
7.41,5.4,20110312222654.1, 393162, 1423789
27,5,20110312225711.01, 362559, 1415332
7,5.8,20110312230326.87, 384705, 1424456
10.95,5,20110312231451.67, 355388, 1405645
42,5,20110312232513.68, 391249, 1443431
22.49,5.6,20110312233458.34, 355292, 1415009
9.27,5.9,2011031223435.97, 392822, 1424173
0,5.2,20110313001353.07, 373713, 1424215
44,5.4,20110313013637.92, 375789, 1440172
50,5.1,20110313013843.16, 375159, 1441127
32,5,20110313020119.3, 373939, 1432177
2,5.6,20110313021921.11, 363181, 1423723
1,5.3,20110313041156.53, 373988, 1423571
46,5,20110313064055.65, 370352, 1431989
0,5.6,2011031306483.83, 393503, 1425591
14.23,5.4,20110313065813.76, 390178, 1423173
43,5,20110313070515.84, 373253, 1434662
8.62,6.1,20110313071244.02, 373630, 1420323
23.63,5.4,20110313073124.85, 391197, 1422807
3.3,5.3,20110313082038.01, 375734, 1421915
15.16,6.2,20110313082446.9, 380072, 1415690
3.69,5.1,20110313083720, 364150, 1421513
3.5,5,20110313084047.27, 365179, 1415029
35,5,20110313085731.85, 375767, 1440461
12,5.1,20110313094314.2, 375901, 1424559
11.18,6.6,2011031310262.08, 354969, 1415834
43,5.4,20110313103130.52, 373447, 1433913
41,5.5,20110313104252.92, 365438, 1425581
23,6.2,20110313112330.53, 362964, 1415478
24.72,5.4,20110313113235.05, 364535, 1413625
4,5,20110313114816.59, 363931, 1422816
24,5.2,20110313115122.09, 365942, 1431551
19.12,5.2,20110313115320.83, 393787, 1433353
46,5,20110313115714.26, 370025, 1431269
2,5.4,20110313120742.34, 370109, 1422995
28,5,20110313130210.98, 380140, 1424225
42.28,5.1,20110313131252.56, 354850, 1415864
23,5.3,20110313132322.16, 380772, 1430472
0,5.1,2011031313262.85, 393088, 1431119
27,5.6,20110313134026.2, 361976, 1422396
48,5.4,20110313160434.58, 382016, 1441123
6,5.8,20110313165639.86, 393848, 1432715
6,5,20110313174320.29, 370981, 1422822
54,5.1,20110313181257.46, 374085, 1434400
9.67,5.5,2011031318254.04, 390241, 1424037
42.49,5.6,20110313185230.83, 384886, 1420726
2.31,6.1,20110313203727.35, 372376, 1422604
24,5.3,20110313203934.65, 365883, 1430189
3.73,5.2,20110313233154.23, 391149, 1425632
0,5.1,20110313234119.41, 381999, 1425233
11,5.7,2011031323480.64, 373551, 1425300
35.63,5.1,20110314001051.08, 353362, 1410474
5.82,5,20110314002718.35, 393142, 1423937
23.23,5.1,20110314020130.99, 351549, 1411814
27,5,20110314020556.14, 373953, 1433380
2,5.1,20110314024027.83, 375608, 1423493
16.22,5.7,20110314025524.5, 351487, 1411387
35.77,5.3,20110314045950.15, 365841, 1415433
63.73,5.4,20110314072015.82, 360129, 1420282
0,5.2,20110314072355.06, 395041, 1432257
24,5,2011031407265.37, 360175, 1420550
70,5,20110314074936.14, 361829, 1422469
42.02,5,20110314092249.73, 365295, 1414334
31.75,6.2,20110314100238.78, 362750, 1410752
18,5.2,20110314105751.93, 363800, 1422449
2,5.1,20110314110430.89, 393256, 1434838
29.65,5.5,20110314121556.23, 362120, 1413910
47,5.2,20110314121844.32, 391719, 1442636
39.73,5.3,20110314122042.03, 364080, 1414520
7,6.5,20110314151233.99, 374828, 1423526
4,5.3,20110314151747.6, 374346, 1422591
27.14,5.2,20110314151832.16, 372813, 1412093
20,5.3,20110314152721.52, 364363, 1421878
19.27,5.2,20110314154352.74, 391091, 1422805
33,5.4,20110314154655.52, 375583, 1430131
51.76,5.2,20110314155222.87, 365730, 1410720
37,5.1,20110314160010.97, 391354, 1434235
31,5.2,20110314160327.85, 395208, 1433970
45.25,5,2011031416259.13, 364322, 1411992
8.42,5,20110314193447.23, 393518, 1423807
45,5,2011031422330.84, 373184, 1443492
4,5.2,20110314235257.04, 374819, 1425000
22,5.8,20110315025939.65, 370980, 1422640
16.1,5.4,20110315030131.77, 370565, 1422281
44,5.7,2011031503410.98, 363383, 1415075
50.69,5,20110315042829.7, 383884, 1415282
43.3,5.1,20110315042929.89, 383789, 1415268
0,5,2011031504346.98, 391850, 1430099
17,5,2011031508238.28, 395240, 1432478
43,5.1,20110315122133.3, 374285, 1435946
13,5.5,20110315170142.37, 402343, 1432772
34,5.2,20110315174822.16, 372829, 1432357
6.77,6.3,20110315184951.51, 372338, 1421999
35,5.1,20110315194956.3, 353994, 1421230
14.84,5.2,20110315200613.5, 371222, 1422385
17.44,5.5,20110315204614.26, 402107, 1433340
10.03,6.2,20110315222753.62, 373595, 1421791
14.31,6.4,20110315223146.34, 351857, 1384287
29.51,5.3,20110315223754.91, 373744, 1420007
18.3,6.3,20110316002352.38, 402227, 1432847
18.15,5.6,20110316040129.16, 380622, 1420939
24.6,5.1,20110316045319.64, 374017, 1420483
43,5.1,20110316051432.46, 374559, 1432737
24.16,5.8,2011031605300.29, 351708, 1411344
50,5.2,20110316073715.92, 372574, 1440294
9.97,6.1,2011031612522.77, 355022, 1405439
25.33,5.6,20110316131429.65, 373207, 1413486
41.33,5.7,2011031615292.91, 395189, 1421778
50,5.1,2011031617179.14, 370917, 1432875
36,5,20110316191610.94, 395221, 1433594
45.86,5,20110316221215.58, 222921, 1204188
53.41,5.4,2011031622392.59, 355500, 1402640
54.14,5.3,20110316234610.01, 383226, 1414812
17,5.2,20110317031253.7, 370698, 1421877
